,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
21035,TUIfly,2,"""service level is very low""",15th May 2017,False,"  Amsterdam to Aruba. The service level of this company is very low. You have to pay for everything on board. During my 9hr flight we have to pay for media entertainment 10euro, Coffee: 2,5euro, Coke, etc. We recieved one meal during 9hrs. You better take another company if they cost 100-200 euro more because it is more than worth it.",,Couple Leisure,Economy Class,Amsterdam to Aruba,May 2017,1.0,2.0,1.0,2.0,1.0,,3.0,no
21036,TUIfly,1,"""this very bad airline""",7th April 2017,False,"  Amsterdam to Fuerteventura. Bad flight : Delayed - more than 2.4 hrs. Tuifly Netherlands once again put us in another plane. According to the schedule was would the Boeing 787 flown. Two days before that failed to technical problems. Now our airplane was an A340 HiFly nearly 22 years old. We pay for more expensive seats - comfort class, but had to take a seat in economy, Zero leg space, my seat could not lean backwards. Very poor onboard entertainment and food. So we never fly with this very bad airline.",A340,Couple Leisure,Premium Economy,Amsterdam to Fuerteventura,April 2017,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no
21037,TUIfly,3,"""seats cramped and hard""",19th January 2017,False," Miami to Brussels. I think that TUIfly tries really hard to offer comfort for their guests, but really does not hit the mark. The seats are very narrow, which makes sitting quite uncomfortable, especially for larger people. We were lucky that after takeoff we were able to change seats. Unfortunately there seems to be little padding in the seat cushion.. The food was pretty gross looking, but was edible. The staff offered lots of water to passengers, which was great, but only came around twice with other beverages. I was not expecting there to be any entertainment onboard, thus I was very happy to find that there were a few movies and TV shows available. My personal TV was actually broken, but since the seat next to me was empty, I was able to use that one instead. Overall, the staff were nice, and the plane seemed relatively clean. However, the seats were just too cramped and the seats too hard to be comfortable on such a long flight.",Boeing 767-300ER,Couple Leisure,Economy Class,MIA to BRU,January 2017,1.0,2.0,1.0,4.0,1.0,1.0,2.0,no
21038,TUIfly,2,"""Never again with Tuifly""",30th December 2016,False,"  Dubai to Amsterdam via Bucharest with TUIfly. Poor seats, and lots of delays. At departure (beging the first flight of the day) as well as during refuelling in Romania. What was announced as a 30 minute stop resulted in 2 hours. Disgrace, they should get it together! Never again with Tuifly for me. ",Boeing 737-800,Family Leisure,Economy Class,DXB to AMS via OTP,December 2016,1.0,2.0,2.0,2.0,,,1.0,no
21039,TUIfly,7,"""cabin crew always very friendly""",22nd November 2016,False,"Sal, Cape Verde to Amsterdam. I have flown a few times with TUIfly on flights from 3 to 10 hours and I've never had a lot of complaints. Everything costs extra, except for 1 meal and drink on long-haul flights, but I didn't expect anything else for their fares. The ground and cabin crew are always very friendly and helpful. On most flights I 
booked economy comfort class, because the leg room in economy just isn't a lot, but comfort class is rather comfortable.",Boeing 737-800,Solo Leisure,Economy Class,SID to AMS,April 2016,4.0,4.0,,4.0,,,5.0,yes
21040,TUIfly,1,"""by far my worst experience""",18th May 2016,False,"  Varadero to Amsterdam via Cancun with TUIfly. I've done a lot of long distance flights but this was by far my worst experience. You have to pay 15 euros for inflight entertainment (which was not working during the flight back), you get only one meal during a trip of 14 hours, you get a few glasses of water for free and 1 coffee or tea. After a whole night of flying in the morning, we didn't get breakfast and I had to pay 2,5 euros for a coffee! Finally, during the flight from Varadero to Cancun, I couldn't sit at my own seat so I was separated from the rest of the people I was traveling with. It was on a first come, first serve basis. Made me think about Ryanair 5 years ago. During the long flight from Cancun to Amsterdam, there were a lot of couples also not sitting next to each other but with the aisle in between or sitting the seat before or after each other. Unbelievable for a flight of more than 8 hours. The price difference with another airline will have to be really big before I will fly with TUI again.",,Family Leisure,Economy Class,VRA to AMS via CUN,May 2016,3.0,2.0,1.0,3.0,1.0,,1.0,no
21041,TUIfly,2,"""never fly TUIfly again""",27th February 2016,False,"From Fuerteventura to Dusseldorf on TUIfly, I was returning home after a short holiday in January with my wife and children. Check in was messed up and the staff at the airport don't understand German or English.  Boarding the plane was chaos as the crew did not greet people as normal. The plane was new and the seats was not comfortable. The crew was not helpful. There is no food and beverages as well as entertainment onboard even. I will never fly with TUIfly again.",B737-800,Family Leisure,Economy Class,FUE to DUS,January 2016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21042,TUIfly,4,"""seats uncomfortable""",27th December 2015,False,"Old aircraft, seats very narrow and uncomfortable, however so called Premium Class did not look much different. The food was average, strange tasting, served in unsuitable packaging. However the cabin staff was extremely positive, friendly and helpful.",Boeing 767,Couple Leisure,Premium Economy,Copenhagen to Phuket,December 2015,2.0,5.0,2.0,5.0,3.0,,4.0,no
21043,TUIfly,8,"""No complaints at all""",9th November 2015,False,"Amsterdam to Antalya with TUIfly. Kind and polite staff. Clean plane with a strange economy and comfort concept. Comfort first rows quite expensive, but emergency exit rows with double the space for a fair €12 extra. Food and drinks for sale. Not cheap but good quality. Both flights on time. No complaints at all.",Boeing 737-900,Couple Leisure,Economy Class,Amsterdam to Antalya,October 2015,4.0,5.0,4.0,5.0,,,4.0,yes
21044,TUIfly,5,"""almost everything is paid-service""",16th October 2015,False,"This intercontinental TUIfly flight from Amsterdam to Curaçao of 10hrs is low-cost, so almost everything is paid-service: drinks (except water and 1 coffee or tea), food (except 1 meal), checked-in luggage (starting at €8 x 2) and entertainment (starting at €7.50 x 2). The entertainment you pay for also has little choice and will probably be the same on you return flight. Also compare leg space - I was suprised by this, and next time I would choose a slightly more expensive airline (to me €80 extra would definitely be worth it). Besides this, the service is good and the airplane is comfortable and clean. Just make a fair comparison in price between airline options, with TUIfly you will have at least €40 extra costs!",Boeing 787,Couple Leisure,Economy Class,Amsterdam to Curaçao,October 2015,3.0,5.0,2.0,4.0,1.0,4.0,3.0,no
